entry_key, query, target_pdb_id, target_chains, target_uniprot_ids, target_ligand, num_apo_sites, num_holo_sites, target_experimental_method, target_resolution, sasa, sasa_avg, view_url, download_url
6d9y-B-NAD-302, 6d9y B NAD 302, 6d9y, B, B2JLJ0, NAD, 0, 0, X-RAY_DIFFRACTION, 1.3, 906.72, 23.86, http://apoholo.cz/db/entry/6d9y-B-NAD-302, http://apoholo.cz/api/db/entry/6d9y-B-NAD-302/download/6d9y-B-NAD-302.zip
6ddp-A-NDP-201, 6ddp A NDP 201, 6ddp, A C, P9WNX1, NDP, 0, 77, X-RAY_DIFFRACTION, 1.49, 1558.73, 51.96, http://apoholo.cz/db/entry/6ddp-A-NDP-201, http://apoholo.cz/api/db/entry/6ddp-A-NDP-201/download/6ddp-A-NDP-201.zip
6ddp-B-NDP-201, 6ddp B NDP 201, 6ddp, B, P9WNX1, NDP, 0, 77, X-RAY_DIFFRACTION, 1.49, 1506.27, 50.21, http://apoholo.cz/db/entry/6ddp-B-NDP-201, http://apoholo.cz/api/db/entry/6ddp-B-NDP-201/download/6ddp-B-NDP-201.zip
6ddp-C-NDP-202, 6ddp C NDP 202, 6ddp, C, P9WNX1, NDP, 0, 77, X-RAY_DIFFRACTION, 1.49, 1518.31, 54.23, http://apoholo.cz/db/entry/6ddp-C-NDP-202, http://apoholo.cz/api/db/entry/6ddp-C-NDP-202/download/6ddp-C-NDP-202.zip
6ddp-D-NDP-201, 6ddp D NDP 201, 6ddp, D, P9WNX1, NDP, 0, 77, X-RAY_DIFFRACTION, 1.49, 1509.74, 53.92, http://apoholo.cz/db/entry/6ddp-D-NDP-201, http://apoholo.cz/api/db/entry/6ddp-D-NDP-201/download/6ddp-D-NDP-201.zip
6ddw-A-NDP-201, 6ddw A NDP 201, 6ddw, A, P9WNX1, NDP, 0, 80, X-RAY_DIFFRACTION, 1.4, 1464.32, 52.3, http://apoholo.cz/db/entry/6ddw-A-NDP-201, http://apoholo.cz/api/db/entry/6ddw-A-NDP-201/download/6ddw-A-NDP-201.zip
6dyc-A-HEC-202, 6dyc A HEC 202, 6dyc, A, P0ABE7, HEC, 213, 317, X-RAY_DIFFRACTION, 1.33, 1042.69, 45.33, http://apoholo.cz/db/entry/6dyc-A-HEC-202, http://apoholo.cz/api/db/entry/6dyc-A-HEC-202/download/6dyc-A-HEC-202.zip
6dyc-B-HEC-201, 6dyc B HEC 201, 6dyc, B, P0ABE7, HEC, 212, 318, X-RAY_DIFFRACTION, 1.33, 994.3, 41.43, http://apoholo.cz/db/entry/6dyc-B-HEC-201, http://apoholo.cz/api/db/entry/6dyc-B-HEC-201/download/6dyc-B-HEC-201.zip
6dyf-A-HEC-201, 6dyf A HEC 201, 6dyf, A, P0ABE7, HEC, 213, 317, X-RAY_DIFFRACTION, 1.1, 1023.69, 40.95, http://apoholo.cz/db/entry/6dyf-A-HEC-201, http://apoholo.cz/api/db/entry/6dyf-A-HEC-201/download/6dyf-A-HEC-201.zip
6dyf-B-HEC-201, 6dyf B HEC 201, 6dyf, B, P0ABE7, HEC, 212, 318, X-RAY_DIFFRACTION, 1.1, 1017.03, 42.38, http://apoholo.cz/db/entry/6dyf-B-HEC-201, http://apoholo.cz/api/db/entry/6dyf-B-HEC-201/download/6dyf-B-HEC-201.zip
6dyg-A-HEC-201, 6dyg A HEC 201, 6dyg, A, P0ABE7, HEC, 213, 317, X-RAY_DIFFRACTION, 1.49, 1052.81, 47.85, http://apoholo.cz/db/entry/6dyg-A-HEC-201, http://apoholo.cz/api/db/entry/6dyg-A-HEC-201/download/6dyg-A-HEC-201.zip
6dyg-B-HEC-201, 6dyg B HEC 201, 6dyg, B, P0ABE7, HEC, 212, 318, X-RAY_DIFFRACTION, 1.49, 1002.55, 41.77, http://apoholo.cz/db/entry/6dyg-B-HEC-201, http://apoholo.cz/api/db/entry/6dyg-B-HEC-201/download/6dyg-B-HEC-201.zip
6e0n-A-GTP-302, 6e0n A GTP 302, 6e0n, A, P0DSP2, GTP, 0, 1, X-RAY_DIFFRACTION, 1.5, 513.38, 25.67, http://apoholo.cz/db/entry/6e0n-A-GTP-302, http://apoholo.cz/api/db/entry/6e0n-A-GTP-302/download/6e0n-A-GTP-302.zip
6e0n-A-GTP-303, 6e0n A GTP 303, 6e0n, A, P0DSP2, GTP, 1, 0, X-RAY_DIFFRACTION, 1.5, 330.13, 41.27, http://apoholo.cz/db/entry/6e0n-A-GTP-303, http://apoholo.cz/api/db/entry/6e0n-A-GTP-303/download/6e0n-A-GTP-303.zip
6e5y-A-AMP-501, 6e5y A AMP 501, 6e5y, A, Q7VTJ9, AMP, 1, 1, X-RAY_DIFFRACTION, 1.5, 416.46, 18.11, http://apoholo.cz/db/entry/6e5y-A-AMP-501, http://apoholo.cz/api/db/entry/6e5y-A-AMP-501/download/6e5y-A-AMP-501.zip
6ee7-A-HEC-801, 6ee7 A HEC 801, 6ee7, A, Q8EDL6, HEC, 0, 8, X-RAY_DIFFRACTION, 1.39, 724.1, 51.72, http://apoholo.cz/db/entry/6ee7-A-HEC-801, http://apoholo.cz/api/db/entry/6ee7-A-HEC-801/download/6ee7-A-HEC-801.zip
6ee7-A-HEC-802, 6ee7 A HEC 802, 6ee7, A, Q8EDL6, HEC, 0, 8, X-RAY_DIFFRACTION, 1.39, 927.55, 61.84, http://apoholo.cz/db/entry/6ee7-A-HEC-802, http://apoholo.cz/api/db/entry/6ee7-A-HEC-802/download/6ee7-A-HEC-802.zip
6ee7-A-HEC-803, 6ee7 A HEC 803, 6ee7, A, Q8EDL6, HEC, 0, 8, X-RAY_DIFFRACTION, 1.39, 1128.63, 56.43, http://apoholo.cz/db/entry/6ee7-A-HEC-803, http://apoholo.cz/api/db/entry/6ee7-A-HEC-803/download/6ee7-A-HEC-803.zip
6ee7-A-HEC-804, 6ee7 A HEC 804, 6ee7, A, Q8EDL6, HEC, 0, 8, X-RAY_DIFFRACTION, 1.39, 1168.67, 68.75, http://apoholo.cz/db/entry/6ee7-A-HEC-804, http://apoholo.cz/api/db/entry/6ee7-A-HEC-804/download/6ee7-A-HEC-804.zip
6ekw-A-HEM-1000, 6ekw A HEM 1000, 6ekw, A, B9W4V6, HEM, 0, 25, X-RAY_DIFFRACTION, 1.43, 554.21, 19.79, http://apoholo.cz/db/entry/6ekw-A-HEM-1000, http://apoholo.cz/api/db/entry/6ekw-A-HEM-1000/download/6ekw-A-HEM-1000.zip
6ekx-A-HEM-401, 6ekx A HEM 401, 6ekx, A, B9W4V6, HEM, 0, 25, X-RAY_DIFFRACTION, 1.13, 538.96, 18.58, http://apoholo.cz/db/entry/6ekx-A-HEM-401, http://apoholo.cz/api/db/entry/6ekx-A-HEM-401/download/6ekx-A-HEM-401.zip
6eky-A-HEM-401, 6eky A HEM 401, 6eky, A, B9W4V6, HEM, 0, 25, X-RAY_DIFFRACTION, 1.23, 557.73, 19.92, http://apoholo.cz/db/entry/6eky-A-HEM-401, http://apoholo.cz/api/db/entry/6eky-A-HEM-401/download/6eky-A-HEM-401.zip
6ekz-A-HEM-401, 6ekz A HEM 401, 6ekz, A, B9W4V6, HEM, 0, 25, X-RAY_DIFFRACTION, 1.08, 556.97, 19.89, http://apoholo.cz/db/entry/6ekz-A-HEM-401, http://apoholo.cz/api/db/entry/6ekz-A-HEM-401/download/6ekz-A-HEM-401.zip
6em7-A-ADP-403, 6em7 A ADP 403, 6em7, A D, G3HK48 P25321, ADP, 13, 109, X-RAY_DIFFRACTION, 1.24, 681.0, 26.19, http://apoholo.cz/db/entry/6em7-A-ADP-403, http://apoholo.cz/api/db/entry/6em7-A-ADP-403/download/6em7-A-ADP-403.zip
6es9-A-FAD-604, 6es9 A FAD 604, 6es9, A B, A1B5Y0, FAD, 0, 0, X-RAY_DIFFRACTION, 1.37, 959.84, 27.42, http://apoholo.cz/db/entry/6es9-A-FAD-604, http://apoholo.cz/api/db/entry/6es9-A-FAD-604/download/6es9-A-FAD-604.zip
6es9-B-FAD-604, 6es9 B FAD 604, 6es9, A B, A1B5Y0, FAD, 0, 0, X-RAY_DIFFRACTION, 1.37, 960.8, 27.45, http://apoholo.cz/db/entry/6es9-B-FAD-604, http://apoholo.cz/api/db/entry/6es9-B-FAD-604/download/6es9-B-FAD-604.zip
6esa-A-AMP-401, 6esa A AMP 401, 6esa, A E, G3HK48 P25321, AMP, 13, 109, X-RAY_DIFFRACTION, 1.31, 506.29, 25.31, http://apoholo.cz/db/entry/6esa-A-AMP-401, http://apoholo.cz/api/db/entry/6esa-A-AMP-401/download/6esa-A-AMP-401.zip
6f17-A-HEM-201, 6f17 A HEM 201, 6f17, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.45, 919.54, 45.98, http://apoholo.cz/db/entry/6f17-A-HEM-201, http://apoholo.cz/api/db/entry/6f17-A-HEM-201/download/6f17-A-HEM-201.zip
6f3p-A-NAD-501, 6f3p A NAD 501, 6f3p, A, Q9I685, NAD, 0, 180, X-RAY_DIFFRACTION, 1.35, 883.73, 29.46, http://apoholo.cz/db/entry/6f3p-A-NAD-501, http://apoholo.cz/api/db/entry/6f3p-A-NAD-501/download/6f3p-A-NAD-501.zip
6f3p-C-NAD-501, 6f3p C NAD 501, 6f3p, C, Q9I685, NAD, 0, 180, X-RAY_DIFFRACTION, 1.35, 895.81, 29.86, http://apoholo.cz/db/entry/6f3p-C-NAD-501, http://apoholo.cz/api/db/entry/6f3p-C-NAD-501/download/6f3p-C-NAD-501.zip
6f3q-A-NAD-504, 6f3q A NAD 504, 6f3q, A B, Q9I685, NAD, 0, 178, X-RAY_DIFFRACTION, 1.45, 681.96, 17.95, http://apoholo.cz/db/entry/6f3q-A-NAD-504, http://apoholo.cz/api/db/entry/6f3q-A-NAD-504/download/6f3q-A-NAD-504.zip
6f3q-B-NAD-506, 6f3q B NAD 506, 6f3q, A B, Q9I685, NAD, 0, 178, X-RAY_DIFFRACTION, 1.45, 685.05, 18.03, http://apoholo.cz/db/entry/6f3q-B-NAD-506, http://apoholo.cz/api/db/entry/6f3q-B-NAD-506/download/6f3q-B-NAD-506.zip
6f3q-C-NAD-504, 6f3q C NAD 504, 6f3q, C D, Q9I685, NAD, 0, 178, X-RAY_DIFFRACTION, 1.45, 684.11, 18.49, http://apoholo.cz/db/entry/6f3q-C-NAD-504, http://apoholo.cz/api/db/entry/6f3q-C-NAD-504/download/6f3q-C-NAD-504.zip
6f3q-D-NAD-505, 6f3q D NAD 505, 6f3q, C D, Q9I685, NAD, 0, 178, X-RAY_DIFFRACTION, 1.45, 675.23, 18.25, http://apoholo.cz/db/entry/6f3q-D-NAD-505, http://apoholo.cz/api/db/entry/6f3q-D-NAD-505/download/6f3q-D-NAD-505.zip
6f78-A-NAP-403, 6f78 A NAP 403, 6f78, A, P42330, NAP, 0, 88, X-RAY_DIFFRACTION, 1.3, 862.25, 30.79, http://apoholo.cz/db/entry/6f78-A-NAP-403, http://apoholo.cz/api/db/entry/6f78-A-NAP-403/download/6f78-A-NAP-403.zip
6f78-B-NAP-403, 6f78 B NAP 403, 6f78, B, P42330, NAP, 0, 88, X-RAY_DIFFRACTION, 1.3, 840.22, 30.01, http://apoholo.cz/db/entry/6f78-B-NAP-403, http://apoholo.cz/api/db/entry/6f78-B-NAP-403/download/6f78-B-NAP-403.zip
6f7r-A-NAP-1001, 6f7r A NAP 1001, 6f7r, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 0.92, 918.58, 27.02, http://apoholo.cz/db/entry/6f7r-A-NAP-1001, http://apoholo.cz/api/db/entry/6f7r-A-NAP-1001/download/6f7r-A-NAP-1001.zip
6f81-A-NAP-1001, 6f81 A NAP 1001, 6f81, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 0.97, 905.64, 27.44, http://apoholo.cz/db/entry/6f81-A-NAP-1001, http://apoholo.cz/api/db/entry/6f81-A-NAP-1001/download/6f81-A-NAP-1001.zip
6f82-A-NAP-1001, 6f82 A NAP 1001, 6f82, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.03, 907.49, 28.36, http://apoholo.cz/db/entry/6f82-A-NAP-1001, http://apoholo.cz/api/db/entry/6f82-A-NAP-1001/download/6f82-A-NAP-1001.zip
6f84-A-NAP-1001, 6f84 A NAP 1001, 6f84, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.09, 893.34, 27.92, http://apoholo.cz/db/entry/6f84-A-NAP-1001, http://apoholo.cz/api/db/entry/6f84-A-NAP-1001/download/6f84-A-NAP-1001.zip
6f8a-A-HEM-501, 6f8a A HEM 501, 6f8a, A, A9FDB7, HEM, 0, 10, X-RAY_DIFFRACTION, 1.35, 790.12, 24.69, http://apoholo.cz/db/entry/6f8a-A-HEM-501, http://apoholo.cz/api/db/entry/6f8a-A-HEM-501/download/6f8a-A-HEM-501.zip
6f8a-B-HEM-501, 6f8a B HEM 501, 6f8a, B, A9FDB7, HEM, 0, 10, X-RAY_DIFFRACTION, 1.35, 834.64, 26.08, http://apoholo.cz/db/entry/6f8a-B-HEM-501, http://apoholo.cz/api/db/entry/6f8a-B-HEM-501/download/6f8a-B-HEM-501.zip
6f8o-A-NAP-1001, 6f8o A NAP 1001, 6f8o, A, P15121, NAP, 1, 177, X-RAY_DIFFRACTION, 1.17, 889.41, 26.16, http://apoholo.cz/db/entry/6f8o-A-NAP-1001, http://apoholo.cz/api/db/entry/6f8o-A-NAP-1001/download/6f8o-A-NAP-1001.zip
6f9q-A-NAD-301, 6f9q A NAD 301, 6f9q, A, A0A3Q8GLE8, NAD, 0, 0, X-RAY_DIFFRACTION, 1.4, 802.0, 25.87, http://apoholo.cz/db/entry/6f9q-A-NAD-301, http://apoholo.cz/api/db/entry/6f9q-A-NAD-301/download/6f9q-A-NAD-301.zip
6f9q-B-NAD-301, 6f9q B NAD 301, 6f9q, B, A0A3Q8GLE8, NAD, 0, 0, X-RAY_DIFFRACTION, 1.4, 912.09, 27.64, http://apoholo.cz/db/entry/6f9q-B-NAD-301, http://apoholo.cz/api/db/entry/6f9q-B-NAD-301/download/6f9q-B-NAD-301.zip
6f9q-C-NAD-301, 6f9q C NAD 301, 6f9q, C, A0A3Q8GLE8, NAD, 0, 0, X-RAY_DIFFRACTION, 1.4, 912.53, 27.65, http://apoholo.cz/db/entry/6f9q-C-NAD-301, http://apoholo.cz/api/db/entry/6f9q-C-NAD-301/download/6f9q-C-NAD-301.zip
6f9q-D-NAD-301, 6f9q D NAD 301, 6f9q, D, A0A3Q8GLE8, NAD, 0, 0, X-RAY_DIFFRACTION, 1.4, 916.78, 27.78, http://apoholo.cz/db/entry/6f9q-D-NAD-301, http://apoholo.cz/api/db/entry/6f9q-D-NAD-301/download/6f9q-D-NAD-301.zip
6fcl-A-AMP-200, 6fcl A AMP 200, 6fcl, A, P07741, AMP, 2, 30, X-RAY_DIFFRACTION, 1.5, 523.32, 34.89, http://apoholo.cz/db/entry/6fcl-A-AMP-200, http://apoholo.cz/api/db/entry/6fcl-A-AMP-200/download/6fcl-A-AMP-200.zip
6fcl-B-AMP-200, 6fcl B AMP 200, 6fcl, B, P07741, AMP, 2, 30, X-RAY_DIFFRACTION, 1.5, 526.27, 35.08, http://apoholo.cz/db/entry/6fcl-B-AMP-200, http://apoholo.cz/api/db/entry/6fcl-B-AMP-200/download/6fcl-B-AMP-200.zip
6fgc-A-ADP-802, 6fgc A ADP 802, 6fgc, A, Q03555, ADP, 13, 13, X-RAY_DIFFRACTION, 1.5, 815.52, 35.46, http://apoholo.cz/db/entry/6fgc-A-ADP-802, http://apoholo.cz/api/db/entry/6fgc-A-ADP-802/download/6fgc-A-ADP-802.zip
6fgd-A-ADP-829, 6fgd A ADP 829, 6fgd, A, Q03555, ADP, 13, 13, X-RAY_DIFFRACTION, 1.5, 756.23, 32.88, http://apoholo.cz/db/entry/6fgd-A-ADP-829, http://apoholo.cz/api/db/entry/6fgd-A-ADP-829/download/6fgd-A-ADP-829.zip
6fiy-A-HEM-401, 6fiy A HEM 401, 6fiy, A, A0A0W8ATM9, HEM, 0, 22, X-RAY_DIFFRACTION, 1.09, 853.44, 25.86, http://apoholo.cz/db/entry/6fiy-A-HEM-401, http://apoholo.cz/api/db/entry/6fiy-A-HEM-401/download/6fiy-A-HEM-401.zip
6fiy-B-HEM-401, 6fiy B HEM 401, 6fiy, B, A0A0W8ATM9, HEM, 0, 22, X-RAY_DIFFRACTION, 1.09, 834.46, 26.08, http://apoholo.cz/db/entry/6fiy-B-HEM-401, http://apoholo.cz/api/db/entry/6fiy-B-HEM-401/download/6fiy-B-HEM-401.zip
6foq-A-FAD-501, 6foq A FAD 501, 6foq, A, Q9KHK2, FAD, 0, 42, X-RAY_DIFFRACTION, 1.39, 734.64, 21.61, http://apoholo.cz/db/entry/6foq-A-FAD-501, http://apoholo.cz/api/db/entry/6foq-A-FAD-501/download/6foq-A-FAD-501.zip
6foq-B-FAD-501, 6foq B FAD 501, 6foq, B, Q9KHK2, FAD, 0, 42, X-RAY_DIFFRACTION, 1.39, 744.86, 21.91, http://apoholo.cz/db/entry/6foq-B-FAD-501, http://apoholo.cz/api/db/entry/6foq-B-FAD-501/download/6foq-B-FAD-501.zip
6foq-C-FAD-501, 6foq C FAD 501, 6foq, C, Q9KHK2, FAD, 0, 42, X-RAY_DIFFRACTION, 1.39, 743.05, 21.85, http://apoholo.cz/db/entry/6foq-C-FAD-501, http://apoholo.cz/api/db/entry/6foq-C-FAD-501/download/6foq-C-FAD-501.zip
6foq-D-FAD-501, 6foq D FAD 501, 6foq, D, Q9KHK2, FAD, 0, 42, X-RAY_DIFFRACTION, 1.39, 758.22, 22.3, http://apoholo.cz/db/entry/6foq-D-FAD-501, http://apoholo.cz/api/db/entry/6foq-D-FAD-501/download/6foq-D-FAD-501.zip
6fvf-A-ATP-402, 6fvf A ATP 402, 6fvf, A, P68400, ATP, 49, 306, X-RAY_DIFFRACTION, 1.47, 388.62, 43.18, http://apoholo.cz/db/entry/6fvf-A-ATP-402, http://apoholo.cz/api/db/entry/6fvf-A-ATP-402/download/6fvf-A-ATP-402.zip
6fyj-A-HEM-502, 6fyj A HEM 502, 6fyj, A, I3DZK9, HEM, 0, 0, X-RAY_DIFFRACTION, 1.3, 689.49, 22.98, http://apoholo.cz/db/entry/6fyj-A-HEM-502, http://apoholo.cz/api/db/entry/6fyj-A-HEM-502/download/6fyj-A-HEM-502.zip
6fzh-A-NAD-401, 6fzh A NAD 401, 6fzh, A, P68777, NAD, 0, 0, X-RAY_DIFFRACTION, 1.5, 995.87, 43.3, http://apoholo.cz/db/entry/6fzh-A-NAD-401, http://apoholo.cz/api/db/entry/6fzh-A-NAD-401/download/6fzh-A-NAD-401.zip
6fzh-B-NAD-401, 6fzh B NAD 401, 6fzh, B, P68777, NAD, 0, 0, X-RAY_DIFFRACTION, 1.5, 985.63, 41.07, http://apoholo.cz/db/entry/6fzh-B-NAD-401, http://apoholo.cz/api/db/entry/6fzh-B-NAD-401/download/6fzh-B-NAD-401.zip
6g3r-A-ADP-401, 6g3r A ADP 401, 6g3r, A, P0DMV8, ADP, 5, 33, X-RAY_DIFFRACTION, 1.4, 672.23, 35.38, http://apoholo.cz/db/entry/6g3r-A-ADP-401, http://apoholo.cz/api/db/entry/6g3r-A-ADP-401/download/6g3r-A-ADP-401.zip
6g4l-A-NAD-301, 6g4l A NAD 301, 6g4l, A, Q9BPX1, NAD, 20, 28, X-RAY_DIFFRACTION, 1.44, 964.06, 29.21, http://apoholo.cz/db/entry/6g4l-A-NAD-301, http://apoholo.cz/api/db/entry/6g4l-A-NAD-301/download/6g4l-A-NAD-301.zip
6g5a-A-HEM-201, 6g5a A HEM 201, 6g5a, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.48, 909.42, 47.86, http://apoholo.cz/db/entry/6g5a-A-HEM-201, http://apoholo.cz/api/db/entry/6g5a-A-HEM-201/download/6g5a-A-HEM-201.zip
6g5t-A-HEM-201, 6g5t A HEM 201, 6g5t, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.5, 884.05, 46.53, http://apoholo.cz/db/entry/6g5t-A-HEM-201, http://apoholo.cz/api/db/entry/6g5t-A-HEM-201/download/6g5t-A-HEM-201.zip
6gd4-A-NAP-301, 6gd4 A NAP 301, 6gd4, A, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.42, 994.76, 33.16, http://apoholo.cz/db/entry/6gd4-A-NAP-301, http://apoholo.cz/api/db/entry/6gd4-A-NAP-301/download/6gd4-A-NAP-301.zip
6gd4-B-NAP-301, 6gd4 B NAP 301, 6gd4, B, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.42, 1048.62, 33.83, http://apoholo.cz/db/entry/6gd4-B-NAP-301, http://apoholo.cz/api/db/entry/6gd4-B-NAP-301/download/6gd4-B-NAP-301.zip
6gd4-C-NAP-301, 6gd4 C NAP 301, 6gd4, C, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.42, 979.05, 29.67, http://apoholo.cz/db/entry/6gd4-C-NAP-301, http://apoholo.cz/api/db/entry/6gd4-C-NAP-301/download/6gd4-C-NAP-301.zip
6gd4-D-NAP-301, 6gd4 D NAP 301, 6gd4, D, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.42, 914.05, 30.47, http://apoholo.cz/db/entry/6gd4-D-NAP-301, http://apoholo.cz/api/db/entry/6gd4-D-NAP-301/download/6gd4-D-NAP-301.zip
6gd6-A-HEC-201, 6gd6 A HEC 201, 6gd6, A, P00044, HEC, 0, 143, X-RAY_DIFFRACTION, 1.2, 1193.99, 34.11, http://apoholo.cz/db/entry/6gd6-A-HEC-201, http://apoholo.cz/api/db/entry/6gd6-A-HEC-201/download/6gd6-A-HEC-201.zip
6geh-A-FAD-635, 6geh A FAD 635, 6geh, A, Q080S8, FAD, 0, 0, X-RAY_DIFFRACTION, 1.15, 1413.88, 44.18, http://apoholo.cz/db/entry/6geh-A-FAD-635, http://apoholo.cz/api/db/entry/6geh-A-FAD-635/download/6geh-A-FAD-635.zip
6geo-A-HEM-401, 6geo A HEM 401, 6geo, A, P9WPP7, HEM, 0, 67, X-RAY_DIFFRACTION, 1.5, 805.04, 23.68, http://apoholo.cz/db/entry/6geo-A-HEM-401, http://apoholo.cz/api/db/entry/6geo-A-HEM-401/download/6geo-A-HEM-401.zip
6gfq-A-NAD-1001, 6gfq A NAD 1001, 6gfq, A, Q8DIW5, NAD, 0, 32, X-RAY_DIFFRACTION, 1.4, 916.0, 39.83, http://apoholo.cz/db/entry/6gfq-A-NAD-1001, http://apoholo.cz/api/db/entry/6gfq-A-NAD-1001/download/6gfq-A-NAD-1001.zip
6gfq-B-NAD-1001, 6gfq B NAD 1001, 6gfq, B C, Q8DHX3 Q8DIW5, NAD, 0, 32, X-RAY_DIFFRACTION, 1.4, 937.45, 34.72, http://apoholo.cz/db/entry/6gfq-B-NAD-1001, http://apoholo.cz/api/db/entry/6gfq-B-NAD-1001/download/6gfq-B-NAD-1001.zip
6gg7-A-NAD-1001, 6gg7 A NAD 1001, 6gg7, A B C D, Q8DHX3 Q8DIW5, NAD, 0, 32, X-RAY_DIFFRACTION, 1.32, 763.09, 24.62, http://apoholo.cz/db/entry/6gg7-A-NAD-1001, http://apoholo.cz/api/db/entry/6gg7-A-NAD-1001/download/6gg7-A-NAD-1001.zip
6gg7-B-NAD-1001, 6gg7 B NAD 1001, 6gg7, A B C D, Q8DHX3 Q8DIW5, NAD, 0, 32, X-RAY_DIFFRACTION, 1.32, 767.65, 22.58, http://apoholo.cz/db/entry/6gg7-B-NAD-1001, http://apoholo.cz/api/db/entry/6gg7-B-NAD-1001/download/6gg7-B-NAD-1001.zip
6gna-A-FAD-300, 6gna A FAD 300, 6gna, A, Q97EM8, FAD, 0, 5, X-RAY_DIFFRACTION, 1.29, 1520.62, 33.79, http://apoholo.cz/db/entry/6gna-A-FAD-300, http://apoholo.cz/api/db/entry/6gna-A-FAD-300/download/6gna-A-FAD-300.zip
6gr5-A-ADP-302, 6gr5 A ADP 302, 6gr5, A, P07900, ADP, 18, 369, X-RAY_DIFFRACTION, 1.34, 516.29, 30.37, http://apoholo.cz/db/entry/6gr5-A-ADP-302, http://apoholo.cz/api/db/entry/6gr5-A-ADP-302/download/6gr5-A-ADP-302.zip
6h0m-A-NAD-302, 6h0m A NAD 302, 6h0m, A, Q9BPX1, NAD, 20, 28, X-RAY_DIFFRACTION, 1.25, 1063.82, 30.39, http://apoholo.cz/db/entry/6h0m-A-NAD-302, http://apoholo.cz/api/db/entry/6h0m-A-NAD-302/download/6h0m-A-NAD-302.zip
6haf-A-FAD-701, 6haf A FAD 701, 6haf, A, P37063, FAD, 0, 18, X-RAY_DIFFRACTION, 1.3, 1138.77, 27.11, http://apoholo.cz/db/entry/6haf-A-FAD-701, http://apoholo.cz/api/db/entry/6haf-A-FAD-701/download/6haf-A-FAD-701.zip
6haf-B-FAD-701, 6haf B FAD 701, 6haf, B, P37063, FAD, 0, 18, X-RAY_DIFFRACTION, 1.3, 1088.67, 27.22, http://apoholo.cz/db/entry/6haf-B-FAD-701, http://apoholo.cz/api/db/entry/6haf-B-FAD-701/download/6haf-B-FAD-701.zip
6hh2-A-GDP-201, 6hh2 A GDP 201, 6hh2, A, O14966, GDP, 4, 1, X-RAY_DIFFRACTION, 1.45, 657.21, 41.08, http://apoholo.cz/db/entry/6hh2-A-GDP-201, http://apoholo.cz/api/db/entry/6hh2-A-GDP-201/download/6hh2-A-GDP-201.zip
6hiu-A-HEC-201, 6hiu A HEC 201, 6hiu, A B, G1UBD9, HEC, 0, 0, X-RAY_DIFFRACTION, 1.36, 814.54, 31.33, http://apoholo.cz/db/entry/6hiu-A-HEC-201, http://apoholo.cz/api/db/entry/6hiu-A-HEC-201/download/6hiu-A-HEC-201.zip
6hiu-B-HEC-201, 6hiu B HEC 201, 6hiu, A B, G1UBD9, HEC, 0, 0, X-RAY_DIFFRACTION, 1.36, 807.54, 31.06, http://apoholo.cz/db/entry/6hiu-B-HEC-201, http://apoholo.cz/api/db/entry/6hiu-B-HEC-201/download/6hiu-B-HEC-201.zip
6hnc-A-NAP-301, 6hnc A NAP 301, 6hnc, A, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.5, 917.73, 29.6, http://apoholo.cz/db/entry/6hnc-A-NAP-301, http://apoholo.cz/api/db/entry/6hnc-A-NAP-301/download/6hnc-A-NAP-301.zip
6hnc-B-NAP-301, 6hnc B NAP 301, 6hnc, B, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.5, 997.25, 33.24, http://apoholo.cz/db/entry/6hnc-B-NAP-301, http://apoholo.cz/api/db/entry/6hnc-B-NAP-301/download/6hnc-B-NAP-301.zip
6hnc-C-NAP-301, 6hnc C NAP 301, 6hnc, C, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.5, 940.86, 30.35, http://apoholo.cz/db/entry/6hnc-C-NAP-301, http://apoholo.cz/api/db/entry/6hnc-C-NAP-301/download/6hnc-C-NAP-301.zip
6hnc-D-NAP-301, 6hnc D NAP 301, 6hnc, D, O76290, NAP, 0, 252, X-RAY_DIFFRACTION, 1.5, 926.31, 29.88, http://apoholo.cz/db/entry/6hnc-D-NAP-301, http://apoholo.cz/api/db/entry/6hnc-D-NAP-301/download/6hnc-D-NAP-301.zip
6hql-A-HEM-501, 6hql A HEM 501, 6hql, A, P0DPQ7, HEM, 0, 19, X-RAY_DIFFRACTION, 1.49, 790.82, 27.27, http://apoholo.cz/db/entry/6hql-A-HEM-501, http://apoholo.cz/api/db/entry/6hql-A-HEM-501/download/6hql-A-HEM-501.zip
